0,25.15017
1,25.12299
2,25.04167
3,24.90679
4,24.71936
5,24.48074
6,24.19267
7,23.8572
8,23.47669
9,23.05377
10,22.59128
11,22.09229
12,21.55998
13,20.99767
14,20.40874
15,19.79661
16,19.1647
17,18.51638
18,17.85496
19,17.18365
20,16.50555
21,15.82359
22,15.14056
23,14.45908
24,13.78158
25,13.11029
26,12.44727
27,11.79437
28,11.15326
29,10.52542
30,9.912145
31,9.314581
32,8.733698
33,8.17032
34,7.625134
35,7.098698
36,6.591458
37,6.103753
38,5.635828
39,5.187849
40,4.759904
41,4.35202
42,3.964165
43,3.596259
44,3.24818
45,2.919765
46,2.610824
47,2.321133
48,2.050445
49,1.798488
50,1.564971
51,1.349579
52,1.151981
53,0.9718259
54,0.8087424
55,0.6623415
56,0.5322148
57,0.4179337
58,0.3190496
59,0.2350934
60,0.1655748
61,0.1099821
62,0.0677823
63,0.03842084
64,0.02132191
65,0.01588889
66,0.02150492
67,0.03753383
68,0.0633212
69,0.09819577
70,0.1414709
71,0.1924466
72,0.2504111
73,0.3146437
74,0.3844163
75,0.4589969
76,0.5376514
77,0.6196471
78,0.7042551
79,0.7907534
80,0.8784302
81,0.9665862
82,1.054539
83,1.141623
84,1.227198
85,1.310645
86,1.391375
87,1.468828
88,1.542477
89,1.61183
90,1.676432
91,1.735867
92,1.789761
93,1.837782
94,1.87964
95,1.915093
96,1.943942
97,1.966037
98,1.981272
99,1.98959
100,1.990978
101,1.985472
102,1.973152
103,1.954142
104,1.92861
105,1.896766
106,1.858859
107,1.815179
108,1.766049
109,1.711828
110,1.652906
111,1.589702
112,1.522661
113,1.452252
114,1.378963
115,1.303299
116,1.225782
117,1.14694
118,1.067312
119,0.9874388
120,0.907864
121,0.8291273
122,0.7517627
123,0.6762953
124,0.603238
125,0.5330884
126,0.4663257
127,0.4034082
128,0.3447703
129,0.2908202
130,0.2419371
131,0.1984695
132,0.1607327
133,0.1290073
134,0.1035377
135,0.08453008
136,0.07215206
137,0.06653112
138,0.06775419
139,0.07586713
140,0.09087451
141,0.1127396
142,0.1413847
143,0.1766914
144,0.2185018
145,0.2666189
146,0.3208081
147,0.3807986
148,0.4462847
149,0.5169282
150,0.5923596
151,0.6721809
152,0.7559677
153,0.8432715
154,0.9336226
155,1.026533
156,1.121497
157,1.218
158,1.315513
159,1.413503
160,1.511431
161,1.608761
162,1.704956
163,1.799485
164,1.891826
165,1.981469
166,2.067917
167,2.150692
168,2.229335
169,2.303409
170,2.372504
171,2.436235
172,2.494247
173,2.54622
174,2.591863
175,2.630922
176,2.66318
177,2.688459
178,2.706616
179,2.717551
180,2.721202
